pop,state,county
42698,48,143
1200,48,345
8175,48,83
51584,48,325
82737,48,213
49859,48,277
4337,48,267
35882,48,477
9366,48,429
18705,48,3
20837,48,177
5951,48,305
14179,48,505
16700,13,17
22383,13,33
67580,13,47
10907,13,53
24789,13,55
156714,13,73
26404,13,87
98498,13,115
244252,13,117
45328,13,137
26205,13,147
117406,13,185
14378,13,191
21167,13,199
27578,13,207
22119,13,237
29524,13,261
1537,13,265
5254,13,301
3038,13,7
39627,13,29
10803,13,43
54666,13,39
12404,13,79
10190,13,99
43273,13,69
760141,13,67
31369,13,123
94593,13,297
9777,13,317
20605,13,91
19194,13,105
258773,13,57
8676,13,165
29992,13,177
32591,13,227
45600,13,71
17270,13,75
292256,13,63
1063937,13,121
201513,15,1
974563,15,3
72293,15,7
109888,18,91
24102,18,181
33562,18,73
10255,18,101
44729,18,145
28324,18,137
20669,18,153
15148,18,159
107038,18,167
62998,18,173
43475,18,33
83779,18,5
16581,18,139
19974,18,49
485493,18,89
47744,18,113
35777,18,1
23102,18,41
170311,18,63
42736,18,37
65769,18,53
78168,18,59
82544,18,67
5875,18,115
16937,18,121
33964,18,183
8748,18,7
32399,18,23
37576,18,133
28036,18,175
49458,18,29
47972,18,65
45370,18,93
129569,18,95
12389,18,125
25427,18,129
34594,18,151
15498,18,165
34237,20,121
4636,20,157
2482,20,65
122259,20,45
5988,20,69
2648,20,17
8722,21,91
12500,21,11
44249,21,9
30060,21,21
26010,21,95
110958,21,93
9207,21,149
10650,21,171
12359,21,197
14381,21,225
12747,21,33
39001,21,35
820,8,53
15734,8,49
191995,26,93
25127,26,69
11853,26,85
24558,26,101
9328,26,119
12592,26,141
25449,26,51
265066,26,77
43453,26,107
66699,26,103
48980,26,123
23460,26,133
24668,26,137
134159,26,25
25276,26,31
6229,26,95
656955,26,81
873972,26,99
190539,26,145
8209,26,13
103126,26,17
110268,26,45
35784,26,41
33415,26,47
12229,27,71
33386,27,97
66972,27,131
36649,27,147
4055,27,125
15886,27,1
13653,27,43
8194,27,101
43199,27,67
10641,27,75
9315,27,133
14865,27,143
3259,27,155
34423,27,5
1265843,27,53
25008,27,15
11800,27,23
8818,27,29
-9999,27,57
40596,27,59
272,48,269
52646,48,73
5331,48,119
20083,48,253
40482,48,249
7287,48,111
811688,48,157
1536,48,235
21358,48,489
12728,48,115
18443,48,51
37007,72,85
50023,72,145
17623,72,59
21712,72,121
15518,72,67
27395,72,141
11317,72,54
34891,72,99
27128,72,123
28117,47,77
54495,47,89
15026,47,153
27767,47,17
694144,47,37
8076,47,135
12422,47,121
17304,47,75
208993,47,125
13427,47,61
36004,47,29
20490,47,41
12268,47,101
30069,47,131
61599,47,167
37159,47,45
367804,47,65
4531,16,71
24030,16,31
5366,16,63
4294,16,3
13876,16,41
24412,16,53
165697,16,55
21039,16,67
11823,16,73
23021,16,13
12245,16,21
2597,16,23
15179,16,47
481587,16,1
6125,16,7
119062,16,19
1106,16,25
8756,16,35
29871,16,51
8027,16,59
35858,37,113
45756,37,111
69685,37,69
9419,37,103
142820,37,19
34385,37,175
46994,37,13
55508,37,47
86111,37,109
27173,37,123
148476,37,135
44829,37,153
63531,37,163
71783,37,171
17557,37,11
261191,37,21
216453,37,25
22604,37,33
42846,37,59
167609,37,57
58741,37,61
321488,37,63
23677,37,91
61779,37,105
234473,37,129
63060,37,141
123131,37,191
34823,37,165
56177,37,189
50010,37,83
169509,37,1
4016,37,177
31489,38,89
3834,38,103
2115,38,13
10545,38,61
37589,38,105
928,38,7
2480,38,43
3762,38,19
2274,38,37
5745,38,49
1890,38,91
6832,38,5
4046,38,45
31364,38,59
4424,38,25
2497,38,51
2879,38,63
14176,38,79
-9999,38,99
6282,38,9
10415,38,3
69451,38,35
15024,38,53
9450,38,55
3975,38,69
80485,36,19
34016,36,99
98320,36,79
61319,36,43
109777,36,69
95379,36,101
4416,36,41
126903,36,13
2559903,36,47
48203,36,107
40352,36,73
229863,36,91
59461,36,21
26296,36,49
967506,36,119
44135,36,25
49221,36,57
476143,36,85
107740,36,89
102180,36,109
63944,36,113
47581,36,23
294218,36,27
741770,36,55
228671,36,65
177573,36,111
83456,36,15
62914,36,51
59493,36,77
47188,36,39
305506,36,1
46091,36,3
76117,36,9
70941,36,53
155299,36,93
57280,36,37
24913,36,123
21069,37,79
14964,37,121
13943,37,41
35529,48,241
251565,48,245
3667,48,271
2112,48,359
12893,48,279
3233,48,295
7984,48,307
4274,48,319
2211,48,125
17239,48,287
2102515,48,439
57735,48,1
184826,48,139
14760,48,239
52600,48,265
24823,48,331
13635,48,93
17297,48,145
7093,48,47
30680,48,273
41257,48,97
5737,48,107
3830,48,151
11157,48,131
11931,48,31
10321,72,95
131881,72,113
72025,72,135
74271,72,137
8386,72,147
32282,72,151
36694,72,3
124606,72,25
38307,72,41
38336,72,43
36141,72,51
17665,72,89
27725,72,19
20220,72,107
35989,72,129
10904,72,37
15808,72,39
40423,72,71
13891,72,73
24276,72,81
318441,72,127
36061,72,143
5430,72,93
38880,56,1
14800,56,7
13211,56,15
20226,56,41
7805,56,43
4413,56,17
39261,56,13
9831,56,35
6927,56,45
22108,72,9
38155,72,77
22010,72,79
17363,72,1
30504,72,27
25761,72,103
27349,72,105
81966,72,13
17238,72,15
22918,72,115
39465,72,57
1714,72,49
47093,72,63
23727,72,17
33575,72,153
50265,72,5
47515,72,23
16211,72,109
21372,72,149
146984,72,31
42409,72,35
50653,72,69
30335,72,101
63674,72,139
37287,72,91
19249,72,111
13656,72,117
30227,72,125
35528,72,131
169269,72,21
44674,72,29
18648,72,45
44679,72,75
7927,72,83
32293,72,47
155027,42,55
44923,42,119
1850,38,47
2327,38,75
3024,38,11
95626,38,15
1959,38,65
20704,38,93
11519,38,71
3210,38,31
2231,38,39
1315,38,83
750,38,87
58988,39,159
27772,39,131
18672,39,125
817473,39,61
1316756,39,49
65093,39,101
91987,39,157
115710,39,169
43432,39,15
383134,39,17
38284,40,123
3583,40,129
20211,40,153
48657,40,21
43009,40,41
3859,40,45
55834,40,51
81784,40,119
-9999,40,125
71522,40,37
7250,40,141
10916,40,149
5666,40,33
8708,40,75
49853,40,79
32832,40,89
7629,40,93
41100,40,97
797434,40,109
29003,40,39
10253,40,85
21859,40,9
14672,40,23
24530,40,65
34877,40,81
16376,40,117
24258,40,133
2137,40,25
9429,40,11
5495,40,29
4333,40,53
15765,40,73
40474,40,87
16931,40,95
11131,40,103
10076,40,105
92459,40,131
41569,40,135
30032,48,15
404,48,261
21493,48,89
66730,48,409
137713,48,381
6055,48,411
2793,48,413
11840,48,507
21290,48,57
1155,48,155
7658,48,175
8461,48,193
8545,48,335
32750,48,449
20154,48,285
12337,48,445
69984,48,497
36643,48,321
15823,48,371
104915,48,397
138034,48,441
1501,48,447
72971,48,471
45539,48,499
23510,48,7
2853,48,79
3387,48,81
75951,48,99
3819,48,211
20940,48,341
117415,48,375
8237,48,405
3265,48,417
64633,48,427
3657,48,461
37864,48,49
2964,48,191
10725,48,159
20306,48,163
21428,48,281
27037,50,19
7235,50,13
163774,50,7
25362,50,15
49402,50,11
29993,50,5
42222,50,25
35470,50,3
36777,50,1
6163,50,9
58409,50,23
13188,49,27
72259,49,45
177556,49,53
7886,49,25
42145,49,43
9754,49,19
1479,49,31
2483,49,33
34091,49,51
51361,42,127
47888,42,9
170271,42,89
45144,42,61
206865,42,125
1584064,42,101
449058,42,133
84073,42,63
253370,42,41
1216045,42,3
348899,42,129
7247,42,53
121829,42,13
85512,42,73
60323,42,15
130192,42,21
524989,42,29
421164,42,11
46138,42,87
3617,29,129
18289,29,229
249948,29,47
15573,29,65
22761,29,195
2013,29,227
9850,29,79
20627,29,141
6270,29,179
994205,29,189
31952,29,209
35789,29,9
180463,29,19
76745,29,51
23920,29,55
10125,29,93
15227,29,117
16132,29,135
15805,29,155
42339,29,159
8166,29,203
24748,29,175
29131,29,69
103967,29,71
10001,29,89
703011,29,95
25619,29,131
4696,29,171
55928,29,213
87364,29,21
9020,29,25
105780,29,37
20387,29,49
16878,29,59
9544,29,85
59013,29,113
8644,29,137
58236,29,145
18302,29,163
402022,29,183
11993,40,107
5702,40,3
8793,40,151
284014,40,27
13758,40,5
26835,41,61
347818,41,47
110980,41,19
24658,41,31
86085,41,53
197692,41,17
129749,41,43
107100,41,71
16124,41,1
68238,41,35
-9999,41,41
93053,41,3
24404,41,13
1780,41,55
7393,41,25
30571,41,45
7208,41,63
1332,41,69
11603,41,49
64487,41,11
14066,45,9
192122,45,13
14553,45,17
30479,45,33
20473,45,81
415759,45,79
22347,45,39
19222,45,49
523542,45,45
98012,45,57
162809,45,35
138293,45,41
67493,45,59
9463,45,65
126884,45,77
27316,45,87
30368,45,89
2751,46,3
7052,46,51
5441,46,123
2756,46,137
6376,46,115
6901,46,9
35077,46,11
6713,46,47
6164,46,57
3344,46,71
8972,46,33
1301,46,69
2299,46,49
7291,46,67
5435,46,129
1962,46,17
56046,49,3
54839,49,21
30939,49,39
21620,49,41
260213,49,57
15308,49,37
1160437,49,35
950,49,9
2711,49,55
20463,49,7
12124,49,29
128289,49,5
12017,49,23
76523,51,95
26586,51,167
30104,51,173
47266,51,540
54885,51,31
330818,51,87
26836,51,99
10603,51,103
23423,51,105
8834,51,115
10582,51,119
38353,51,149
9023,51,159
21566,51,169
136215,51,177
15911,51,11
56042,51,67
7025,51,97
98535,51,121
23091,51,127
9932,51,49
14318,51,51
33911,51,83
413538,51,107
470335,51,153
17631,51,175
6710,49,1
2190,51,91
30725,51,33
37348,51,73
17608,51,141
29652,51,145
43616,51,171
-9999,51,61
24932,51,790
22582,53,3
19983,53,1
2225,53,23
66768,53,45
129205,53,57
45723,53,65
522798,53,63
10939,53,43
77200,53,7
32221,53,31
271473,53,35
5982,29,35
7561,29,57
11920,29,115
40117,29,91
54062,29,101
35723,29,105
8697,29,125
44573,29,161
104418,29,165
-9999,29,187
300576,29,510
17712,29,3
42478,29,23
8679,29,33
8278,29,61
4403,29,87
28530,29,127
13615,29,151
13288,29,181
35649,29,219
24730,29,221
88595,29,43
12547,29,63
8352,29,81
32708,29,107
25343,29,1
4902,29,199
6089,29,211
6797,29,45
121328,29,97
9776,29,111
22837,29,119
19136,29,157
32149,29,167
23018,29,177
16484,30,41
5635,30,15
19980,30,53
16606,30,67
696,30,103
6681,30,5
3737,30,97
6147,30,99
1077,30,79
13753,30,35
2846,30,25
821,30,37
34915,30,93
9642,30,95
12221,30,43
3379,30,39
2126,30,107
8600,30,57
78871,29,31
5930,29,205
39592,29,225
5143,29,5
16172,29,13
19443,29,15
10394,46,109
2921,46,43
1298,46,63
2379,46,89
1391,46,119
61128,46,83
12797,46,79
25844,46,81
28009,46,29
10429,46,19
4086,46,31
3829,46,45
1376,46,21
3365,46,7
1899,46,55
903,46,75
28332,46,93
8384,46,125
38839,46,13
3453,46,61
5586,46,87
2061,46,95
6576,46,101
113775,46,103
15932,46,127
2216,46,97
56520,47,31
41133,47,47
6620,47,67
56786,47,73
17788,47,91
34366,47,103
24602,47,111
6488,47,127
71813,47,147
42208,47,51
133088,47,9
40667,47,21
56391,47,19
23320,47,57
29464,47,55
25633,47,97
44142,47,99
97984,47,113
28907,47,115
5424,46,37
22241,47,133
5048,47,137
16673,47,181
238412,47,187
49713,47,3
69069,47,59
60520,47,35
5872,47,175
31959,47,25
25178,47,81
-9999,47,85
80245,47,141
2252782,53,33
22471,53,49
13724,53,51
17582,53,55
12083,53,59
50104,53,75
250873,53,77
77331,53,9
110593,53,15
7627,53,19
23175,54,27
21939,54,9
8448,54,17
13776,54,31
56072,54,49
23424,54,59
28810,54,29
30531,54,51
24496,54,67
6839,54,93
8591,54,95
13688,54,87
16695,54,91
83518,54,107
7823,54,21
26516,54,53
13275,54,63
7460,54,73
91945,54,11
57146,54,37
80707,53,41
43429,53,17
85141,53,29
904980,53,53
95222,53,21
60760,53,71
229247,53,73
11568,54,23
32019,54,45
6969,54,71
67256,54,33
41411,54,69
7109,54,13
17884,54,65
73361,54,81
56450,54,79
16441,54,1
17624,54,47
39402,54,99
28576,54,35
58758,54,55
24176,54,97
8114,54,101
119171,54,3
42406,54,19
5687,55,51
34774,55,19
3309,30,91
1252,30,11
13319,30,3
30458,30,47
69432,30,49
5911,30,73
161300,30,111
119600,30,63
43806,30,81
7396,30,105
81366,30,13
11050,30,27
1258,30,33
4397,30,61
487,30,69
6890,30,77
12113,30,89
969,30,109
114434,30,31
1862,30,59
10725,30,9
9453,30,1
103806,30,29
4633,30,65
3380,31,83
13679,31,185
49659,31,19
10709,31,37
2762,31,87
33470,31,141
5213,31,143
10783,31,13
2955,31,17
5246,31,161
319090,31,109
4148,31,129
745,31,7
2627,31,63
571327,31,55
7865,31,147
10067,31,89
-9999,31,65
14224,31,151
7224,31,173
20729,31,177
5689,31,31
36565,31,53
1837,31,69
4642,31,123
6972,31,127
722,31,171
20026,31,43
6298,31,3
3924,31,29
6203,31,35
10777,31,41
2979,31,61
9324,31,81
7046,31,95
11663,47,39
98250,47,155
13715,47,161
17297,47,23
11786,47,87
25694,47,109
53382,47,145
108110,47,11
64934,47,63
19972,47,173
25652,47,71
53948,47,43
21403,47,129
46545,47,123
32345,47,79
14230,47,33
7016,47,95
470313,47,93
53794,47,107
34375,47,117
33167,47,143
22068,47,151
76978,47,1
18523,47,49
49133,47,53
25050,47,69
54068,47,105
332285,47,149
20157,47,159
144657,47,189
17883,47,171
22925,41,15
1912,41,21
23382,41,27
7869,41,37
812855,41,51
55809,42,103
40372,42,109
40328,42,115
84629,42,39
269728,42,49
14530,42,57
24763,42,67
141359,42,107
26794,42,131
103009,42,1
64735,42,5
38632,42,35
64182,42,25
162385,42,27
90843,42,97
305285,42,95
50668,42,121
163929,42,7
209674,42,69
40625,42,83
129274,42,51
830915,42,91
90687,55,109
37930,55,83
27593,55,69
50990,55,135
45244,55,5
16558,55,113
18913,55,47
13351,55,99
15574,55,77
40350,55,75
945726,55,79
196311,55,101
171907,55,139
9004,55,41
36960,55,45
14178,55,107
40899,55,115
19189,55,67
187885,55,87
30822,55,123
57532,55,21
20434,55,61
264542,55,9
104646,55,35
35595,55,85
43783,55,95
15720,55,129
404198,55,133
103868,55,127
16131,55,23
26687,55,57
64442,55,111
136034,55,131
64658,55,17
546695,55,25
43150,55,31
20643,55,53
23678,55,49
89221,55,89
70772,55,97
163354,55,105
20343,55,119
20220,55,1
15036,55,7
46253,55,81
72999,55,141
15562,55,3
4295,55,37
84769,55,55
46341,56,5
19830,56,23
79858,56,25
13822,56,9
2356,56,27
42343,56,37
27270,51,65
13145,51,7
18249,51,750
28078,51,840
8034,31,101
664,31,115
2891,31,135
21578,31,155
35618,31,157
806,31,103
3632,31,105
34914,31,111
7148,31,139
1166,31,165
6459,31,21
26248,31,25
8846,31,39
5636,31,51
1693,31,57
623,31,75
2356,31,77
61353,31,79
922,31,85
16012,31,131
10724,31,145
8402,31,27
-9999,31,45
5071,31,97
8910,31,33
23595,31,47
1969,31,71
494,31,117
3519,31,125
5920,31,167
4158,31,175
24909,32,1
48905,32,5
6725,32,27
2029,32,11
16831,32,13
9580,32,33
52778,32,7
46523,32,23
4123,32,29
2266715,32,3
57510,32,19
76085,33,5
89886,33,9
309769,33,15
43146,33,19
417025,33,11
31563,33,7
48910,33,3
367430,34,21
149527,34,11
328934,34,35
607186,34,29
263670,34,1
825062,34,23
62385,34,33
92039,34,9
506471,34,7
556341,34,39
18230,42,93
79255,42,33
141793,42,75
113299,42,81
39191,42,123
187853,42,19
29910,42,47
545724,42,71
109424,42,85
16526,42,105
40591,42,117
82082,44,5
638931,44,7
48479,44,1
170872,45,3
8688,45,5
27260,45,37
32244,45,23
37677,45,29
30657,45,67
298750,45,63
79546,45,73
227907,45,15
411406,45,19
62680,45,43
26118,45,69
202558,45,7
45650,45,25
70811,45,47
354081,45,51
66551,45,55
86175,45,75
319785,45,83
15040,39,67
62322,39,83
176862,39,89
121154,39,139
13085,39,163
26914,39,19
75783,39,63
206428,39,25
157574,39,45
38087,39,39
43161,39,71
27006,39,69
65325,39,81
162466,39,133
33861,39,137
67006,39,13
41968,39,27
28525,39,47
36134,39,127
58457,39,129
44731,39,97
86215,39,119
58518,39,143
28275,39,161
59911,39,167
32316,51,1
5131,51,45
15749,51,63
16720,51,71
15550,51,77
15232,51,135
7370,51,157
6963,51,36
52605,51,47
28544,51,53
19819,51,79
107766,51,85
12196,51,111
37051,51,137
5346,51,595
28684,51,197
244835,51,550
53016,51,660
109330,51,3
78997,51,19
17148,51,29
37383,51,195
5538,51,580
94398,51,740
449974,51,810
14860,51,5
6347,51,640
18015,51,193
12095,51,133
34027,51,155
40164,51,187
40044,51,590
29036,51,630
31605,51,9
4147,51,17
22529,51,670
179225,51,700
89313,51,69
82168,51,680
68280,51,199
12554,51,690
14930,51,125
60354,51,143
6478,51,530
14617,51,610
31346,51,730
12271,51,735
24019,51,600
22630,51,820
99143,51,770
92108,51,800
242742,51,710
352802,51,41
1147532,51,59
42243,53,47
47935,53,37
204390,53,5
488241,53,11
41277,47,177
